4.365855230810820053e+00,3.493962901175660107e+00,6.704014398961960275e+00,3.192962039746220171e+00,4.826400248010849658e+00,2.690235464852560376e+00,6.978880429376820516e+00,7.349274050783000334e+00,3.149315714341359929e+00,6.637208922697410252e+00,8.629726462144530430e+00,8.296442523057249829e+00,4.271487922119000302e+00,7.590275282512999766e+00,6.897557594397169645e+00,3.189414919483219979e+00,4.497973812327289878e+00,3.637362951114299747e+00,7.188741814257639362e+00,3.931473153569549961e+00,1.222349498949169799e+01,5.771738166956019711e+00,5.372244615611889706e+00,6.188742079096380522e+00,3.471135981888380240e+00,3.067044417158060199e+00,3.298541262398460017e+00,5.553232111193349141e+00,5.587097759934440688e+00,8.492748240213749966e+00,3.829047287797169741e+00,4.500364262652880143e+00,4.767580602928210176e+00,3.156806840042269968e+00,7.195407351230349136e+00,4.991680767324790047e+00,5.372309663949350167e+00,3.691681932209540218e+00,4.719652648685900509e+00,4.023161720722909784e+00,2.950449129521120373e+00,8.193462239928999580e+00,4.883702135027230717e+00,3.886949215478830322e+00,3.878166764907200470e+00,3.762856284201329782e+00,5.708259274225150115e+00,6.269739230373040151e+00,8.439362934082129897e+00,7.367127191224219551e+00,4.180527033223270017e+00,3.749063074688600228e+00,3.362306131152729805e+00,8.372642945169779694e+00,2.908947245981770013e+00,3.556144210998620547e+00,1.180281797190209936e+01,7.880704141448410915e+00,2.918569629180240099e+00,5.610961197729769978e+00,3.393515412420780031e+00,3.157684957186789987e+00,1.163190564097059898e+01,3.112745705892950188e+00
4.399165967055610693e+00,4.211170441785430540e+00,6.883381296130179017e+00,3.073985558390289974e+00,3.161608578810480186e+00,2.701087950235869783e+00,7.594820956817259550e+00,8.757816778871911012e+00,2.959029008717600107e+00,8.392789248597889440e+00,6.179703066062430139e+00,9.329739639311640076e+00,4.991265113296160294e+00,9.377884810243349634e+00,7.538142888645870343e+00,3.174290970658700584e+00,3.919522083356589803e+00,3.299593970486689898e+00,6.066486541209900274e+00,3.907931447902230016e+00,1.204414376039649959e+01,6.597363576530969276e+00,3.961660382268350045e+00,6.471755846530599321e+00,4.261311996390189982e+00,3.090123269139950057e+00,2.893379956440329970e+00,5.657877836398959914e+00,6.154893244324809665e+00,5.746579614233200850e+00,4.121119432376869618e+00,2.827390584937220286e+00,3.162684698228669600e+00,3.293940793584259730e+00,7.048392003132499362e+00,5.187553606240379978e+00,5.798855337127360343e+00,4.043247039141359522e+00,4.762665679458599755e+00,4.447761501248499449e+00,2.895789920926589822e+00,9.171666900623760554e+00,4.901404340214730482e+00,4.292715047044330490e+00,5.060830608088349614e+00,6.035190126907210129e+00,4.942064559738239993e+00,4.543502912653019088e+00,9.335426643118159618e+00,7.095114458621540443e+00,3.081737093720399834e+00,3.999434859337129389e+00,3.497788389663440078e+00,8.388224870120730259e+00,3.509341450714920096e+00,4.345471176558029391e+00,9.757088452222680175e+00,3.683109702722199952e+00,3.057035167623470606e+00,4.066581223200779860e+00,3.096511306633099814e+00,3.048694095490149802e+00,1.057152521589359928e+01,2.992470757181940222e+00
4.574876090643509308e+00,3.984544603821779329e+00,6.391925803403480266e+00,3.674016216479939700e+00,3.513140144557390432e+00,2.795634979474200144e+00,6.009853637908739721e+00,9.289355970140221075e+00,2.908379730917519890e+00,8.798411821216900464e+00,4.692074869916360136e+00,7.554614549784149702e+00,7.454757945096280203e+00,6.897875879324660175e+00,7.250358857042909833e+00,3.671768975108889776e+00,4.372582409236419387e+00,4.229511043912360435e+00,6.843901299011729833e+00,3.854190099787790036e+00,1.195094743706369833e+01,7.307950951256320771e+00,4.338538758774439508e+00,6.731915192909860401e+00,5.008295404906050408e+00,3.153451490867509754e+00,3.081070765121860067e+00,5.159631593471409872e+00,6.487599211793719789e+00,9.360013899261288017e+00,4.363621951620330286e+00,6.500173001633280379e+00,4.923599941516119571e+00,3.287550059556699988e+00,7.470145505845309231e+00,6.183374933717979971e+00,6.642001978132190843e+00,4.400911404618349287e+00,4.839626145271910040e+00,7.093695172448760466e+00,6.120802661714780157e+00,8.836857254512731075e+00,4.448842088229879366e+00,4.587971807708530747e+00,2.684174115380050019e+00,6.641214332845879476e+00,6.016023036732009999e+00,4.405470453605039971e+00,8.964453809212081126e+00,6.728655290869669514e+00,3.355759910479379826e+00,3.723816609708990644e+00,3.793406373785240149e+00,8.440286853824870761e+00,3.535349284046670260e+00,3.378474084162330193e+00,1.008354938427869918e+01,6.473883000405429300e+00,2.938087215677779973e+00,4.531210158576299385e+00,4.016719217963560240e+00,3.182878273093069588e+00,9.701417336998240160e+00,3.129041412900429808e+00
4.706081848390190281e+00,3.648803548948509778e+00,8.126467728865879536e+00,3.632255435058689752e+00,4.684172829749400968e+00,8.005829812750690166e+00,5.499186906829789834e+00,9.481047249443070868e+00,2.720579794230839621e+00,7.429422859899900367e+00,3.456183834694069645e+00,7.438432508671100507e+00,5.026677658339429478e+00,7.454081131424050710e+00,6.347153869694249551e+00,3.691130008896520209e+00,3.492340267617509930e+00,3.716735831520669997e+00,6.703410579681090553e+00,4.025910846914269925e+00,1.143739309517319924e+01,5.490849782072939611e+00,3.651607057228039910e+00,5.513333514333889518e+00,3.841575852081710263e+00,3.086430472632890165e+00,4.311137057360330260e+00,4.759827318895670345e+00,5.735672968257629734e+00,9.098910055424600074e+00,4.261922206502229749e+00,6.101262999861279290e+00,3.790188780831899695e+00,4.920647963517249757e+00,6.215890906354160528e+00,5.086780910735450689e+00,6.667922766855950201e+00,3.615624466238229751e+00,5.262818038795919584e+00,4.332921844619310292e+00,3.354005097532120505e+00,8.164419746161000191e+00,5.060786504973309619e+00,4.157431752014550064e+00,4.225864585470330503e+00,5.916581015306680236e+00,6.647021452782859718e+00,3.961504346673750288e+00,7.475651438961730122e+00,5.388986684381580794e+00,3.121931420279520086e+00,3.300945193291779933e+00,3.679025180907729897e+00,7.945166277368040042e+00,2.995201386767660345e+00,4.191219273542809987e+00,9.614810573740710353e+00,9.473220504437859901e+00,3.490924701693410181e+00,5.617199953986519390e+00,4.059420105504120357e+00,3.304112634201480159e+00,9.447994099033589777e+00,6.379349031305819651e+00
4.095829042031620126e+00,4.183083149428180825e+00,7.810594454941799825e+00,3.414995632439960183e+00,4.136037892897839185e+00,2.579145480297339699e+00,7.625402793249769218e+00,8.803823763587050877e+00,2.828745426060830237e+00,8.055495093214821267e+00,3.544819300598250233e+00,8.480769408971308820e+00,4.765264743528730307e+00,6.942587071992579517e+00,7.376899571742669082e+00,3.281028338408360057e+00,3.657165610239329734e+00,4.516238851690730804e+00,6.902042503348070568e+00,4.462750343725259583e+00,1.212147074445769945e+01,7.497730771351689860e+00,3.466709844752120517e+00,6.634062158341019533e+00,4.519126101104650850e+00,2.983532483697200366e+00,3.404927686352650085e+00,5.345388105142570012e+00,5.920171023052780868e+00,8.406053288780620747e+00,4.349177332504989835e+00,3.821589919103030031e+00,5.229996567550990072e+00,3.152894343587620440e+00,6.640131935009629949e+00,4.766777331060800371e+00,6.082155224121879478e+00,3.830027709069180109e+00,4.729299261843049607e+00,4.328088600971829791e+00,2.851934760328869611e+00,8.630364202843580301e+00,5.358072988189730879e+00,4.367883041492209628e+00,4.682798832188489691e+00,4.188863788404970201e+00,6.942783824178910379e+00,4.865226008913229983e+00,7.860088231095789801e+00,8.665724207542469415e+00,3.315506918010700410e+00,3.943280727204959923e+00,3.120511467461009492e+00,5.568809679552820135e+00,3.595962805485049874e+00,4.426120119164190569e+00,9.638696177911230123e+00,8.552135190211370031e+00,3.745389044866410000e+00,5.342788750077089865e+00,4.484675188781280575e+00,3.152901869884149999e+00,6.426309224244669771e+00,3.012009616087650166e+00
5.851808328070280396e+00,3.996657093905829683e+00,5.908640520052299117e+00,3.379944948468350141e+00,3.063020271968290409e+00,2.895651066985299504e+00,6.395484354559950013e+00,9.308891970184200559e+00,3.453820295353000169e+00,1.091579878363990019e+01,5.356506074734330269e+00,8.027351214900839693e+00,4.545219943933660467e+00,6.795965211228970126e+00,6.810159103400340364e+00,3.265117311955999746e+00,3.891258883010459968e+00,3.701737170004300026e+00,6.760411149909039352e+00,3.655492477678029317e+00,1.176050586062639880e+01,5.504247925190919766e+00,4.450637619393269517e+00,6.377884659324740468e+00,3.989456378845930296e+00,3.121403691972900241e+00,3.043937598980180237e+00,6.058690835344200387e+00,5.788124683622079658e+00,8.463993518116469161e+00,3.778744836824439624e+00,3.061559852924509606e+00,5.468350946137189972e+00,3.134763103176069876e+00,6.565218843748739985e+00,4.902960675353889464e+00,4.224620474301040041e+00,4.182261870771229795e+00,3.723396615513569596e+00,4.760831659667650761e+00,2.969099519359379880e+00,8.650512303305870176e+00,4.431278940263110755e+00,3.878335537670480004e+00,5.229107825707019153e+00,6.009144848634040414e+00,6.057616732217691258e+00,4.221847811328589550e+00,8.535822688379910872e+00,6.603686800775619758e+00,2.842870682303019869e+00,3.734280397322750300e+00,3.309343529598160583e+00,4.472433232415999882e+00,2.921194167726299806e+00,4.158120046615009890e+00,9.677724765937758988e+00,7.162893118842469597e+00,4.333417500752200446e+00,4.074550448657990209e+00,4.039880682509470411e+00,3.163109564527720075e+00,1.010410862820430111e+01,3.014202788942940359e+00
4.486605322589819700e+00,4.644336251166079954e+00,6.292385334414130504e+00,3.670417357152109705e+00,3.316195807083120339e+00,2.862527806537740194e+00,8.500565621093340241e+00,8.649552438108960573e+00,3.045150676636850129e+00,7.612559254584979840e+00,4.532383842115900840e+00,8.185425962658209542e+00,3.893596684226170002e+00,8.365448703945119746e+00,8.040254048167120970e+00,3.725648606745759928e+00,4.799162341137829912e+00,3.466088363321420118e+00,6.084289609848259950e+00,3.678735001122459991e+00,1.131593889957790111e+01,8.174259191657450074e+00,4.033140557791609737e+00,6.134766246297410852e+00,4.385810184404769885e+00,3.174101333328189778e+00,2.999163515919109457e+00,4.203919138889790297e+00,6.518687286173600270e+00,8.050549187292119768e+00,3.470759410348879914e+00,3.037848867518079921e+00,3.377328397431569762e+00,3.222166465629579868e+00,7.264091328111111245e+00,5.425489643458639044e+00,5.268824395304099184e+00,3.239045143705410190e+00,5.667553455123820250e+00,5.041729265364899959e+00,2.942988211049760050e+00,6.090489525035339469e+00,5.014016445320489623e+00,3.944001716565010085e+00,4.991275986870950199e+00,3.430172257377829936e+00,6.792790268955269717e+00,7.652316424658190286e+00,6.906572610744960095e+00,3.174628118413270084e+00,6.976432157010400203e+00,3.882008927108790086e+00,3.578022529081060110e+00,3.604385993392400067e+00,9.068968928207098656e+00,4.044318371657030120e+00,8.752219261700059150e+00,8.386959301060459282e+00,3.563689671042770346e+00,6.525257115133249464e+00,5.506637196997019146e+00,3.205220250341649812e+00,1.089728363832019831e+01,3.178492577636470084e+00
4.728796854837530539e+00,3.518499738512149921e+00,5.790843945368029821e+00,3.757492901544520425e+00,4.747169576835069904e+00,6.600304742168809469e+00,6.782773149478400931e+00,9.244801519297160652e+00,2.878937202298439857e+00,8.150466310975460260e+00,3.791091938974999742e+00,7.553265575743309590e+00,4.685383654208759907e+00,8.251006253892361642e+00,7.105310114671508970e+00,3.134217067772039567e+00,3.383692067382090052e+00,3.237418460511720220e+00,7.187263543668379384e+00,3.968646149888820140e+00,1.186143145858000025e+01,5.442170146965999322e+00,3.456736742087279435e+00,5.542768508328099308e+00,4.381937907111200126e+00,3.038250708048599869e+00,3.824967693545960223e+00,4.603830808180809697e+00,5.816081102191470009e+00,8.855899084489381679e+00,4.005536771080939751e+00,7.437375368271029963e+00,6.719408950988589702e+00,3.208547948691430118e+00,7.188202658956249991e+00,4.172798656515129601e+00,5.278654099890579765e+00,3.795067964003649763e+00,5.525973050533050213e+00,4.098814469705059693e+00,3.113365368563740354e+00,7.939773179124229863e+00,4.197284550306870088e+00,3.925318892201390408e+00,5.123527078354940478e+00,4.868169943832890034e+00,6.311480543598380066e+00,6.457693180513060405e+00,8.041667976680990648e+00,7.784806295173920532e+00,3.015707953585109902e+00,3.585662731787710111e+00,3.306761505137770119e+00,8.628510711339989925e+00,3.796967257529700213e+00,3.644692686558839601e+00,9.406126772831651550e+00,8.714881771669588773e+00,3.757466789878450175e+00,4.909838890279980106e+00,3.262602614275750046e+00,3.270738282481020054e+00,1.027796112328330125e+01,3.215031529151029410e+00
4.738967530787179250e+00,3.775861040553710080e+00,6.244039077769370394e+00,3.806194449820059944e+00,5.266600214822100057e+00,2.792989799619200131e+00,6.898259949693610338e+00,7.941719039020080473e+00,2.895125322341919993e+00,7.880380995776480546e+00,3.381058530993589883e+00,7.390439749949380577e+00,4.744079629020589550e+00,8.130140506356939412e+00,7.065001146702089230e+00,3.597990542306579886e+00,3.823638490329279715e+00,3.439278100170379826e+00,6.967335805440050045e+00,4.283762574901960107e+00,1.210836787370110024e+01,5.998126155978219742e+00,4.674369850933830506e+00,6.923467135416589535e+00,4.342534546071509460e+00,2.855014596519549919e+00,3.887213325255140184e+00,5.302532635417660067e+00,5.655281483426430000e+00,8.509773366222720625e+00,4.123672697729910297e+00,2.830042015935750221e+00,6.288826519276089932e+00,2.995191832427139822e+00,6.668891183888540297e+00,4.753584396391049793e+00,5.949508087309800075e+00,3.211155897810610060e+00,4.986071034965200433e+00,4.148436062167699667e+00,2.937949890564419686e+00,8.271450103851019975e+00,5.496192463015440843e+00,4.131377172695410493e+00,4.882097923994350275e+00,5.779269661915270362e+00,5.852411978545119631e+00,5.217346208156870446e+00,7.245931195488981125e+00,7.004195715248440202e+00,4.375435154468959809e+00,3.589144290794160419e+00,3.128420097365640196e+00,9.074755697805098720e+00,3.422791554670190362e+00,3.223361073870540050e+00,9.857107923483859224e+00,1.026601070307219921e+01,3.427506649910069925e+00,6.119377417160940524e+00,4.285536533957070127e+00,3.055341282888919707e+00,1.094270788563949992e+01,2.891709456684960156e+00
3.515322523871839522e+00,5.091344173198459444e+00,6.330231934347660960e+00,3.171573906255810371e+00,3.314224217906509562e+00,2.690375190910819558e+00,6.614203014044149675e+00,9.084068210967028989e+00,2.943001859409490439e+00,8.004280289218460354e+00,4.606984143671919441e+00,3.809099409395040325e+00,6.854792638738319788e+00,7.797354849060799786e+00,7.063665956274390645e+00,3.392453696533609619e+00,4.215020868611140337e+00,3.449490698206129746e+00,7.714325565816889885e+00,3.576047298909169836e+00,1.306446081104819967e+01,6.841516460804759170e+00,4.661380219800610902e+00,4.900071125755450119e+00,4.063076959195809579e+00,3.028863540051470515e+00,3.232643821443250243e+00,4.379299443082600440e+00,6.719072899355670536e+00,9.045715920633510265e+00,1.051747865284330175e+01,7.661004162243859383e+00,3.629571687407230129e+00,3.346171621056649670e+00,6.435207996639940475e+00,5.426478459818580014e+00,5.633272353135750699e+00,3.372288621218940019e+00,5.007834630788599917e+00,3.671145236922410238e+00,2.956603447433490128e+00,7.384852314721690014e+00,5.327718546212079964e+00,4.298797020318420259e+00,5.309697507267099326e+00,4.549675893125890269e+00,6.071354235150789869e+00,4.904836491272559940e+00,7.170799720377039499e+00,5.964235014775469246e+00,3.089906011905120042e+00,4.151515175472709984e+00,3.488779925307669671e+00,8.256099773344400816e+00,2.937474086244399984e+00,3.669387788494759661e+00,8.785044274547120224e+00,6.533868740327499758e+00,3.076493957796650136e+00,4.333047399754319962e+00,4.117240104444070070e+00,3.259225254149870299e+00,6.421456649212639256e+00,6.258376878813459498e+00
