1.301625545702183029e-01,3.002044136176543754e-01,3.115987529550117707e-01,3.455834418537673258e-01,4.699014546458185615e-01,5.243656558626234032e-01,4.628541355765423138e-01,4.742968744674977977e-01,4.796324414097656308e-01,4.823958662234648087e-01,4.758629901719605981e-01,4.906446377785511626e-01,4.938859985839944566e-01,4.871859090636363465e-01,4.900375927903711237e-01,4.923002373609494109e-01,4.936341242964970011e-01,4.940186327145308365e-01
2.323217625670502828e-01,3.810387836751347179e-01,4.743550007800031443e-01,5.405533942135768433e-01,5.449127524510097853e-01,5.656720828483314811e-01,5.800918128472513091e-01,5.913048612194449216e-01,5.961654605018419373e-01,6.017008656834627045e-01,6.076223460093840290e-01,6.097173163092652892e-01,6.119553387013546564e-01,6.136441812967252663e-01,6.179984822339288364e-01,6.173127514910059510e-01,6.205039232956931494e-01,0.000000000000000000e+00
2.246011851247404767e-01,3.770782878331514487e-01,4.729738355753421719e-01,5.481756826227304202e-01,5.586351164604658193e-01,5.790761671846686998e-01,5.922957810231241904e-01,6.025147722990891186e-01,6.078941499765998513e-01,6.142309702038808439e-01,6.190863969855879834e-01,6.213519791679166238e-01,6.229827492109967224e-01,6.263890463561854194e-01,6.287573873495493348e-01,6.292319326077303598e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.281292837171347843e-01,3.991636484945939589e-01,4.818725489301956544e-01,5.367659832239327633e-01,5.828123485293940087e-01,6.018958962235848587e-01,6.286032337729350328e-01,6.389142356569426084e-01,6.468769990279961135e-01,6.533903409213637214e-01,6.603447431389725120e-01,6.640841155364621828e-01,6.678179890319562162e-01,6.703187107148427248e-01,6.723161446245785600e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.944904957219828756e-01,4.052125443701774521e-01,5.021385909543638615e-01,5.569323000492002462e-01,5.890073761895048277e-01,6.089684249937000748e-01,6.220433432133728457e-01,6.324941370165479970e-01,6.393184740738961924e-01,6.458247004188016893e-01,6.556788287953151384e-01,6.590522131688526519e-01,6.668695743582973012e-01,6.701492623570493024e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.332440574562297808e-01,4.098518896475586426e-01,5.071705010020041149e-01,5.614088517154067759e-01,5.941105454021815557e-01,6.140877990711962608e-01,6.351913638054551559e-01,6.469764323857295496e-01,6.557462825051298960e-01,6.626510371641484154e-01,6.677416610466441194e-01,6.715361799047195879e-01,6.742299698798795982e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.327667934671738825e-01,4.124042864171454936e-01,5.061681571526286394e-01,5.660760601442405004e-01,5.979752136608544877e-01,6.184386747146988217e-01,6.327900716402864445e-01,6.434681789927160223e-01,6.513047556190224574e-01,6.642551306205224382e-01,6.698771358285432465e-01,6.746788983955935848e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.331881852327409022e-01,4.148606828027311400e-01,5.131871369085476697e-01,5.680235354541418591e-01,6.003676622706490829e-01,6.219391866367464106e-01,6.363950934203737031e-01,6.511355645422579608e-01,6.591919513278051701e-01,6.662069566678266996e-01,6.716291889167556040e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.312347425389701394e-01,4.165735216540866204e-01,5.144563042252169316e-01,5.706435318541273061e-01,6.038692301969206255e-01,6.246382028728114655e-01,6.392892093168370815e-01,6.501073812295247167e-01,6.613649238596954749e-01,6.679898105192419999e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.328669026676106757e-01,4.057589747158989457e-01,5.165793603974416781e-01,5.721752909411637056e-01,6.062489952359808587e-01,6.273183300733203849e-01,6.417301189204756007e-01,6.526123576494307077e-01,6.621497615590462571e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
