9.120633438278788474e-02,9.110423261432436248e-02,9.113736010942613541e-02,9.097241966159087811e-02,9.118197570994503176e-02
5.071634716844105467e-02,7.143634889965978785e-02,8.873761093536330913e-02,1.031893835894041045e-01,1.148134012465493875e-01
8.904955709961537291e-02,1.167358172256655613e-01,1.362877430212061369e-01,1.499609496019586319e-01,1.600104553883203162e-01
1.194207443465315210e-01,1.478793284193641311e-01,1.663795463880689274e-01,1.773225960353888575e-01,1.865369730883607857e-01
1.389633640586464547e-01,1.665078893096040014e-01,1.821818820377276160e-01,1.922739413099000261e-01,1.999037028631896751e-01
1.561104694471563137e-01,1.811593139087616100e-01,1.948875258103239805e-01,2.042411492749562629e-01,2.103268279166082555e-01
1.663294827137809795e-01,1.910620546761521432e-01,2.031733448137677256e-01,2.109536437536294884e-01,2.161409523120188803e-01
1.781028669358169225e-01,1.963988537149076175e-01,2.107584072062015090e-01,2.173075120250429482e-01,2.217758844011883668e-01
1.831190764417679750e-01,2.043840684463952284e-01,2.148867030150329038e-01,2.206920154025383551e-01,2.244640665253354594e-01
